Company,Normalized name,Bonus %,Cash %,Total %,Book Close,Fiscal Year,Status
LICN,Life Insurance Co. Nepal,30%,0%,30%,2015-02-13,2070/2071,Closed
LICN,Life Insurance Co. Nepal,30%,1.57%,31.57%,2014-02-14,2069/2070,Closed
LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,15%,5%,20%,2023-03-01,2078/2079,Closed
LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,20%,7.37%,27.37%,2021-11-16,2077/2078,Closed
LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,15%,8.16%,23.16%,2021-01-01,2076/2077,Closed
LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,15%,11.32%,26.32%,2019-11-27,2075/2076,Closed
LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,0%,26.32%,26.32%,2018-12-05,2074/2075,Closed
LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,10%,16.32%,26.32%,2017-11-09,2073/2074,Closed
LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,0%,10.53%,10.53%,2016-12-29,2072/2073,Closed
LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,10%,0.53%,10.53%,2015-12-25,2071/2072,Closed
LSL,Laxmi Sunrise Bank Limited,5%,0.26%,5.26%,2025-01-01,2080/2081,Closed
LSL,Laxmi Sunrise Bank Limited,7%,0.37%,7.37%,2024-01-04,2079/2080,Closed
LUK,Laxmi Unnati Kosh,0%,20%,20%,2025-08-19,2081/2082,Closed
LUK,Laxmi Unnati Kosh,0%,7.50%,7.50%,2024-08-15,2080/2081,Closed
LUK,Laxmi Unnati Kosh,0%,9.50%,9.50%,2023-08-17,2079/2080,Closed
LUK,Laxmi Unnati Kosh,0%,5%,5%,2022-08-23,2078/2079,Closed
LUK,Laxmi Unnati Kosh,0%,25%,25%,2021-07-28,2077/2078,Closed
LVF1,Laxmi Value Fund-1,0%,15%,15%,2019-08-13,2075/2076,Closed
LVF1,Laxmi Value Fund-1,0%,25%,25%,2017-09-08,2073/2074,Closed
LVF1,Laxmi Value Fund-1,0%,25%,25%,2016-08-17,2072/2073,Closed
LVF2,Laxmi Value Fund 2,0%,15%,15%,2025-08-11,2081/2082,Closed
LVF2,Laxmi Value Fund 2,0%,4.50%,4.50%,2024-08-15,2080/2081,Closed
MANDU,Mandu Hydropower Limited,0%,12%,12%,2024-09-16,2080/2081,Closed
MANDU,Mandu Hydropower Limited,0%,10%,10%,2023-11-20,2079/2080,Closed
MBL,Machhapuchhre Bank Limited,4%,4%,8%,2025-09-12,2081/2082,--
MBL,Machhapuchhre Bank Limited,13.30%,0.70%,14%,2023-09-25,2079/2080,Closed
MBL,Machhapuchhre Bank Limited,13.30%,0.70%,14%,2021-10-24,2077/2078,Closed
MBL,Machhapuchhre Bank Limited,7.03%,3.37%,10.40%,2020-10-08,2076/2077,Closed
MBL,Machhapuchhre Bank Limited,5%,11%,16%,2019-09-27,2075/2076,Closed
MBL,Machhapuchhre Bank Limited,0%,10%,10%,2018-12-21,2074/2075,Closed
MBL,Machhapuchhre Bank Limited,9%,6%,15%,2017-11-17,2073/2074,Closed
MBL,Machhapuchhre Bank Limited,20.75%,1.09%,21.84%,2016-12-16,2072/2073,Closed
MBL,Machhapuchhre Bank Limited,16%,0.84%,16.84%,2016-04-19,2071/2072,Closed
MBL,Machhapuchhre Bank Limited,12%,0.63%,12.63%,2014-11-19,2070/2071,Closed
MDB,Miteri Development Bank Limited,9.51%,0.50%,10.01%,2024-12-31,2080/2081,Closed
MDB,Miteri Development Bank Limited,9.50%,0.50%,10%,2023-12-14,2079/2080,Closed
MDB,Miteri Development Bank Limited,12.35%,0.65%,13%,2022-12-29,2078/2079,Closed
MDB,Miteri Development Bank Limited,13.30%,0.70%,14%,2021-12-29,2077/2078,Closed
MDB,Miteri Development Bank Limited,15%,0.79%,15.79%,2020-12-29,2076/2077,Closed
MDB,Miteri Development Bank Limited,18.53%,0.98%,19.50%,2020-03-10,2075/2076,Closed
MDB,Miteri Development Bank Limited,17%,0.89%,17.89%,2019-02-27,2074/2075,Closed
MDB,Miteri Development Bank Limited,31.48%,1.66%,33.14%,2017-12-19,2073/2074,Closed
MDB,Miteri Development Bank Limited,30%,1.58%,31.58%,2016-11-03,2072/2073,Closed
MDB,Miteri Development Bank Limited,30%,1.58%,31.58%,2015-12-21,2071/2072,Closed
MDB,Miteri Development Bank Limited,25%,1.32%,26.32%,2014-12-31,2070/2071,Closed
MDB,Miteri Development Bank Limited,20%,5%,25%,2013-10-03,2069/2070,Closed
MEGA,Mega  Bank Nepal Ltd.,4%,3.83%,7.83%,2022-12-09,2078/2079,Closed
MEGA,Mega  Bank Nepal Ltd.,10%,2.07%,12.07%,2021-11-30,2077/2078,Closed
MEGA,Mega  Bank Nepal Ltd.,10%,3.05%,13.05%,2021-01-01,2076/2077,Closed
MEGA,Mega  Bank Nepal Ltd.,0%,11.75%,11.75%,2019-10-31,2075/2076,Closed
MEGA,Mega  Bank Nepal Ltd.,1%,6.85%,7.85%,2018-12-31,2074/2075,Closed
MEGA,Mega  Bank Nepal Ltd.,10.75%,0%,10.75%,2018-06-28,2073/2074,Closed
MEGA,Mega  Bank Nepal Ltd.,13.25%,0.70%,13.95%,2017-02-28,2072/2073,Closed
MEGA,Mega  Bank Nepal Ltd.,10%,0.53%,10.53%,2015-01-29,2071/2072,Closed
MEGA,Mega  Bank Nepal Ltd.,12%,0.63%,12.63%,2014-12-31,2070/2071,Closed
MEGA,Mega  Bank Nepal Ltd.,0%,9%,9%,2013-12-30,2069/2070,Closed
MEN,Mountain Energy Nepal Limited,15%,0.79%,15.79%,2024-12-26,2080/2081,Closed
MEN,Mountain Energy Nepal Limited,15%,0.79%,15.79%,2024-03-13,2079/2080,Closed
MEN,Mountain Energy Nepal Limited,0%,10.53%,10.53%,2022-12-13,2078/2079,Closed
MERO,Mero Microfinance Bittiya Sanstha Ltd.,7.50%,0.39%,7.89%,2025-01-03,2080/2081,Closed
MERO,Mero Microfinance Bittiya Sanstha Ltd.,10%,10%,20%,2023-01-08,2078/2079,Closed
MERO,Mero Microfinance Bittiya Sanstha Ltd.,20%,1.05%,21.05%,2021-11-25,2077/2078,Closed
MERO,Mero Microfinance Bittiya Sanstha Ltd.,16.94%,0.89%,17.83%,2021-01-01,2076/2077,Closed
MERO,Mero Microfinance Bittiya Sanstha Ltd.,30%,1.58%,31.58%,2019-11-06,2075/2076,Closed
MERO,Mero Microfinance Bittiya Sanstha Ltd.,15%,11.32%,26.32%,2018-10-03,2074/2075,Closed
MERO,Mero Microfinance Bittiya Sanstha Ltd.,30%,12.11%,42.11%,2017-09-18,2073/2074,Closed
MERO,Mero Microfinance Bittiya Sanstha Ltd.,10%,10%,20%,2016-12-19,2072/2073,Closed
MFIL,Manjushree Finance Ltd.,0%,6.35%,6.35%,2024-12-26,2080/2081,Closed
MFIL,Manjushree Finance Ltd.,0%,5.26%,5.26%,2023-12-27,2079/2080,Closed
MFIL,Manjushree Finance Ltd.,40%,6%,46%,2021-12-30,2077/2078,Closed
MFIL,Manjushree Finance Ltd.,18%,5.50%,23.50%,2020-12-30,2076/2077,Closed
MFIL,Manjushree Finance Ltd.,1.75%,9.80%,11.55%,2019-12-31,2075/2076,Closed
MFIL,Manjushree Finance Ltd.,0%,2.90%,2.90%,2018-12-18,2074/2075,Closed
MFIL,Manjushree Finance Ltd.,5.71%,0.32%,6.03%,2018-06-18,2073/2074,Closed
MFIL,Manjushree Finance Ltd.,14%,0.74%,14.74%,2016-12-24,2072/2073,Closed
MFIL,Manjushree Finance Ltd.,11.40%,0.60%,12%,2016-01-01,2071/2072,Closed
MFIL,Manjushree Finance Ltd.,0%,7.50%,7.50%,2014-09-10,2070/2071,Closed
MHL,Mandakini Hydropower Limited,5%,0.26%,5.26%,2024-11-13,2080/2081,Closed
MHL,Mandakini Hydropower Limited,4.75%,0.25%,5%,2024-01-05,2079/2080,Closed
MHL,Mandakini Hydropower Limited,0%,5%,5%,2023-01-05,2078/2079,Closed
MKJC,Mailung Khola Jal Vidhyut Company Limited,2.22%,0.12%,2.34%,2024-03-29,2079/2080,Closed
MKLB,Manakamana Smart Laghubitta Bittiya Sanstha Limited,4.75%,0.25%,5%,2023-03-15,2078/2079,Closed
MKLB,Manakamana Smart Laghubitta Bittiya Sanstha Limited,17%,0%,17%,2021-12-19,2077/2078,Closed
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,14.29%,0.71%,15%,2024-12-26,2080/2081,Closed
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,15%,0.79%,15.79%,2023-02-17,2078/2079,Closed
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,25%,1.32%,26.32%,2022-01-03,2077/2078,Closed
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,12%,0.63%,12.63%,2021-03-30,2076/2077,Closed
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,15%,0.78%,15.78%,2019-12-31,2075/2076,Closed
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,10.45%,0.54%,10.99%,2019-03-25,2074/2075,Closed
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,15%,0.78%,15.78%,2017-12-29,2073/2074,Closed
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,12.66%,0.66%,13.32%,2016-12-23,2072/2073,Closed
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,20%,0%,20%,2015-12-25,2071/2072,Closed
MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,20%,1.05%,21.05%,2014-11-23,2070/2071,Closed
MLBL,Mahalaxmi Bikas Bank Ltd.,3%,4%,7%,2024-12-31,2080/2081,Closed
MLBL,Mahalaxmi Bikas Bank Ltd.,0%,6.40%,6.40%,2024-01-04,2079/2080,Closed
MLBL,Mahalaxmi Bikas Bank Ltd.,4%,6.47%,10.47%,2023-01-02,2078/2079,Closed
MLBL,Mahalaxmi Bikas Bank Ltd.,20%,1.05%,21.05%,2021-12-28,2077/2078,Closed
MLBL,Mahalaxmi Bikas Bank Ltd.,8.80%,0.46%,9.26%,2021-03-16,2076/2077,Closed
MLBL,Mahalaxmi Bikas Bank Ltd.,8%,9.89%,17.89%,2019-11-06,2075/2076,Closed
MLBL,Mahalaxmi Bikas Bank Ltd.,8%,7%,15%,2018-09-30,2074/2075,Closed
MLBL,Mahalaxmi Bikas Bank Ltd.,0%,9%,9%,2018-04-20,2073/2074,Closed
MLBL,Mahalaxmi Bikas Bank Ltd.,8%,0%,8%,2017-04-20,2072/2073,Closed
MLBSL,Mahila Lagubitta Bittiya Sanstha Limited,47.50%,2.50%,50%,2023-02-17,2078/2079,Closed
MLBSL,Mahila Lagubitta Bittiya Sanstha Limited,47.50%,2.50%,50%,2021-12-02,2077/2078,Closed
MMFDB,Mirmire Microfinance Development Bank Ltd.,23%,0%,23%,2023-01-04,2078/2079,Closed
MMFDB,Mirmire Microfinance Development Bank Ltd.,20%,0%,20%,2022-01-03,2077/2078,Closed
MMFDB,Mirmire Microfinance Development Bank Ltd.,9.20%,0.48%,9.68%,2021-03-21,2076/2077,Closed
MMFDB,Mirmire Microfinance Development Bank Ltd.,45%,2.36%,47.36%,2020-01-04,2075/2076,Closed
MMFDB,Mirmire Microfinance Development Bank Ltd.,24%,1.26%,25.26%,2018-12-25,2074/2075,Closed
MMFDB,Mirmire Microfinance Development Bank Ltd.,30.80%,0%,30.80%,2018-05-16,2073/2074,Closed
MMFDB,Mirmire Microfinance Development Bank Ltd.,50%,2.63%,52.63%,2016-12-12,2072/2073,Closed
MNBBL,Muktinath Bikas Bank Ltd.,9.75%,0.51%,10.26%,2024-01-04,2079/2080,Closed
MNBBL,Muktinath Bikas Bank Ltd.,13.50%,0.71%,14.21%,2023-01-04,2078/2079,Closed
MNBBL,Muktinath Bikas Bank Ltd.,17.58%,0.93%,18.50%,2021-12-01,2077/2078,Closed
MNBBL,Muktinath Bikas Bank Ltd.,11.25%,4.26%,15.51%,2020-12-28,2076/2077,Closed
MNBBL,Muktinath Bikas Bank Ltd.,17.60%,0.93%,18.53%,2019-12-09,2075/2076,Closed
MNBBL,Muktinath Bikas Bank Ltd.,18.25%,0.96%,19.21%,2018-12-04,2074/2075,Closed
MNBBL,Muktinath Bikas Bank Ltd.,20%,1.05%,21.05%,2017-12-22,2073/2074,Closed
MNBBL,Muktinath Bikas Bank Ltd.,34%,0%,34%,2016-09-11,2072/2073,Closed
MNBBL,Muktinath Bikas Bank Ltd.,31%,1.63%,32.63%,2015-12-28,2071/2072,Closed
MNBBL,Muktinath Bikas Bank Ltd.,38%,2%,40%,2014-11-14,2070/2071,Closed
MNBBL,Muktinath Bikas Bank Ltd.,20%,7.50%,27.50%,2013-11-15,2069/2070,Closed
MNMF1,Muktinath Mutual Fund 1,0%,3.80%,3.80%,2025-08-15,2081/2082,Closed
MPFL,Multipurpose Finance Company  Limited,13%,0.68%,13.68%,2022-01-05,2077/2078,Closed
MPFL,Multipurpose Finance Company  Limited,12%,0%,12%,2017-06-21,2072/2073,Closed
MPFL,Multipurpose Finance Company  Limited,15%,0%,15%,2016-03-28,2071/2072,Closed
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,14.25%,0.75%,15%,2023-04-12,2078/2079,Closed
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,26%,0%,26%,2021-12-27,2077/2078,Closed
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,20%,1.05%,21.05%,2021-03-23,2076/2077,Closed
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,20%,11.58%,31.58%,2019-12-30,2075/2076,Closed
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,20%,1.05%,21.05%,2018-12-31,2074/2075,Closed
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,50%,10%,60%,2017-11-12,2073/2074,Closed
MSMBS,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,10%,0.53%,10.53%,2021-03-14,2076/2077,Closed
MSMBS,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,10%,7.50%,17.50%,2020-03-17,2075/2076,Closed
MSMBS,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,0%,8%,8%,2019-01-01,2074/2075,Closed
MSMBS,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,0%,5%,5%,2017-12-25,2073/2074,Closed
MSMBS,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,10%,0.52%,10.52%,2016-12-14,2072/2073,Closed
NABIL,Nabil Bank Limited,0%,10%,10%,2024-11-25,2080/2081,Closed
NABIL,Nabil Bank Limited,0%,11%,11%,2023-12-15,2079/2080,Closed
NABIL,Nabil Bank Limited,18.50%,11.50%,30%,2023-01-02,2078/2079,Closed
NABIL,Nabil Bank Limited,33.60%,4.40%,38%,2021-12-31,2077/2078,Closed
NABIL,Nabil Bank Limited,33.50%,1.76%,35.26%,2020-12-30,2076/2077,Closed
NABIL,Nabil Bank Limited,12%,22%,34%,2019-12-24,2075/2076,Closed
NABIL,Nabil Bank Limited,12%,22%,34%,2019-02-26,2074/2075,Closed
NABIL,Nabil Bank Limited,30%,18%,48%,2017-09-12,2073/2074,Closed
NABIL,Nabil Bank Limited,30%,15%,45%,2016-09-21,2072/2073,Closed
NABIL,Nabil Bank Limited,30%,6.84%,36.84%,2015-12-06,2071/2072,Closed
NABIL,Nabil Bank Limited,20%,45%,65%,2014-11-13,2070/2071,Closed
NABIL,Nabil Bank Limited,25%,40%,65%,2013-12-09,2069/2070,Closed
NABILP,NABIL Bank Limited Promotor Share,30%,18%,48%,2017-12-09,2073/2074,Closed
NABILP,NABIL Bank Limited Promotor Share,30%,15%,45%,2016-09-21,2072/2073,Closed
NABILP,NABIL Bank Limited Promotor Share,30%,6.84%,36.84%,2015-06-12,2071/2072,Closed
NABILP,NABIL Bank Limited Promotor Share,20%,45%,65%,2014-11-13,2070/2071,Closed
NABILP,NABIL Bank Limited Promotor Share,25%,40%,65%,2013-09-12,2069/2070,Closed
NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,20%,1.05%,21.05%,2022-01-17,2077/2078,Closed
NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,10%,0%,10%,2020-09-30,2075/2076,Closed
NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,15%,1.58%,16.58%,2019-04-22,2074/2075,Closed
NAGRO,Nepal Agro Laghubitta Bittiya Sanstha Limited,14%,0%,14%,2021-06-22,2076/2077,Closed
NAGRO,Nepal Agro Laghubitta Bittiya Sanstha Limited,15%,0%,15%,2019-12-17,2075/2076,Closed
NBB,Nepal Bangladesh Bank Limited,12%,3.50%,15.50%,2021-11-01,2077/2078,Closed
NBB,Nepal Bangladesh Bank Limited,6%,2.42%,8.42%,2020-12-25,2076/2077,Closed
NBB,Nepal Bangladesh Bank Limited,5%,7%,12%,2019-12-11,2075/2076,Closed
NBB,Nepal Bangladesh Bank Limited,0%,10.53%,10.53%,2018-12-30,2074/2075,Closed
NBB,Nepal Bangladesh Bank Limited,12%,3.79%,15.79%,2017-10-30,2073/2074,Closed
NBB,Nepal Bangladesh Bank Limited,32%,1.68%,33.68%,2016-10-05,2072/2073,Closed
NBB,Nepal Bangladesh Bank Limited,25%,1.32%,26.32%,2015-11-06,2071/2072,Closed
NBB,Nepal Bangladesh Bank Limited,10%,12%,22%,2014-12-01,2070/2071,Closed
NBB,Nepal Bangladesh Bank Limited,10%,7.89%,17.89%,2014-06-29,2069/2070,Closed
NBBL,NagBeli LaghuBitta Bikas Bank Ltd.,26%,1.37%,27.37%,2020-01-27,2075/2076,Closed
NBBL,NagBeli LaghuBitta Bikas Bank Ltd.,9.38%,0.49%,9.87%,2019-03-13,2074/2075,Closed
NBBL,NagBeli LaghuBitta Bikas Bank Ltd.,45.60%,2.40%,48%,2017-11-29,2073/2074,Closed
NBBL,NagBeli LaghuBitta Bikas Bank Ltd.,60%,20%,80%,2016-12-28,2072/2073,Closed
NBBL,NagBeli LaghuBitta Bikas Bank Ltd.,39.86%,20%,59.86%,2014-12-31,2070/2071,Closed
NBF2,NABIL BALANCED FUND-2,0%,13%,13%,2025-09-07,2081/2082,--
NBF2,NABIL BALANCED FUND-2,0%,8%,8%,2024-09-27,2080/2081,Closed
NBF2,NABIL BALANCED FUND-2,0%,9.60%,9.60%,2023-10-13,2079/2080,Closed
NBF2,NABIL BALANCED FUND-2,0%,7%,7%,2022-11-04,2078/2079,Closed
NBF2,NABIL BALANCED FUND-2,0%,35%,35%,2021-09-27,2077/2078,Closed
NBF2,NABIL BALANCED FUND-2,0%,9%,9%,2020-09-10,2076/2077,Closed
NBF3,Nabil Balanced Fund-3,0%,13%,13%,2025-09-07,2081/2082,--
NBL,Nepal Bank Limited,2%,10%,12%,2022-12-29,2078/2079,Closed
NBL,Nepal Bank Limited,14%,3%,17%,2021-12-07,2077/2078,Closed
NBL,Nepal Bank Limited,12%,4%,16%,2020-12-31,2076/2077,Closed
NBL,Nepal Bank Limited,15%,10%,25%,2019-12-29,2075/2076,Closed
NCCB,Nepal Credit And Commercial Bank Limited,3.37%,7.63%,11%,2022-11-01,2078/2079,Closed
NCCB,Nepal Credit And Commercial Bank Limited,8%,0.42%,8.42%,2021-12-27,2077/2078,Closed
NCCB,Nepal Credit And Commercial Bank Limited,10.27%,0.54%,10.81%,2021-01-05,2076/2077,Closed
NCCB,Nepal Credit And Commercial Bank Limited,15%,0.78%,15.78%,2020-01-21,2075/2076,Closed
NCCB,Nepal Credit And Commercial Bank Limited,15.89%,0.83%,16.72%,2019-08-11,2074/2075,Closed
NCCB,Nepal Credit And Commercial Bank Limited,16%,0%,16%,2015-11-29,2071/2072,Closed
NCCB,Nepal Credit And Commercial Bank Limited,38%,2%,40%,2015-07-01,2070/2071,Closed
NCDB,Nepal Consumer Development Bank Ltd.,1%,6.42%,7.42%,2019-01-01,2074/2075,Closed
NCDB,Nepal Consumer Development Bank Ltd.,8.61%,0.45%,9.06%,2018-11-05,2073/2074,Closed
NCDB,Nepal Consumer Development Bank Ltd.,5.15%,0.27%,5.42%,2017-05-26,2072/2073,Closed
NCDB,Nepal Consumer Development Bank Ltd.,9.50%,0.50%,10%,2015-02-10,2071/2072,Closed
NEF,Nabil Equity Fund,0%,5%,5%,2022-11-04,2078/2079,Closed
NEF,Nabil Equity Fund,0%,40%,40%,2021-09-27,2077/2078,Closed
NEF,Nabil Equity Fund,0%,6%,6%,2020-09-10,2076/2077,Closed
NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,14.25%,0.75%,15%,2025-03-12,2080/2081,Closed
NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,0%,17.93%,17.93%,2023-10-05,2078/2079,Closed
NGPL,Ngadi Group Power Ltd.,4.75%,0.25%,5%,2023-02-22,2078/2079,Closed
NGPL,Ngadi Group Power Ltd.,20%,1.05%,21.05%,2021-09-03,2077/2078,Closed
NGPL,Ngadi Group Power Ltd.,10%,0.53%,10.53%,2020-12-30,2076/2077,Closed
NGPL,Ngadi Group Power Ltd.,0%,10%,10%,2020-02-27,2075/2076,Closed
NGPL,Ngadi Group Power Ltd.,0%,10%,10%,2018-08-30,2074/2075,Closed
NGPL,Ngadi Group Power Ltd.,10%,0.53%,10.53%,2017-09-07,2073/2074,Closed
NGPL,Ngadi Group Power Ltd.,0%,5%,5%,2016-10-27,2072/2073,Closed
NHDL,Ngadi Group Power Ltd.,8%,0.42%,8.42%,2024-12-23,2080/2081,Closed
NHDL,Ngadi Group Power Ltd.,7%,0.37%,7.37%,2023-12-11,2079/2080,Closed
NHDL,Ngadi Group Power Ltd.,5%,0.26%,5.26%,2022-12-26,2078/2079,Closed
NHDL,Ngadi Group Power Ltd.,7%,0.37%,7.37%,2021-12-28,2077/2078,Closed
NHDL,Ngadi Group Power Ltd.,15%,0.79%,15.79%,2021-03-16,2076/2077,Closed
NHPC,Nepal Hydro Developers Ltd.,18.53%,0.98%,19.50%,2022-02-25,2077/2078,Closed
NIB,National Hydro Power Company Limited,4%,7%,11%,2022-12-07,2078/2079,Closed
NIB,National Hydro Power Company Limited,12.61%,3.39%,16%,2021-11-22,2077/2078,Closed
NIB,National Hydro Power Company Limited,13%,5.50%,18.50%,2021-01-06,2076/2077,Closed
NIB,National Hydro Power Company Limited,10.50%,8.50%,19%,2019-12-30,2075/2076,Closed
NIB,National Hydro Power Company Limited,18%,22%,40%,2018-12-26,2074/2075,Closed
NIB,National Hydro Power Company Limited,15%,25%,40%,2017-10-04,2073/2074,Closed
NIB,National Hydro Power Company Limited,20%,21%,41%,2016-09-06,2072/2073,Closed
NIB,National Hydro Power Company Limited,33%,1.74%,34.74%,2015-10-30,2071/2072,Closed
NIB,National Hydro Power Company Limited,15%,25%,40%,2014-10-09,2070/2071,Closed
NIB,National Hydro Power Company Limited,10%,25%,35%,2013-12-11,2069/2070,Closed
NIBLGF,Nepal Investment Bank Limited,0%,6.35%,6.35%,2024-10-02,2080/2081,Closed
NIBLPF,NIBL Growth Fund,0%,6.80%,6.80%,2023-09-19,2079/2080,Closed
NIBLPF,NIBL Growth Fund,0%,4.20%,4.20%,2022-09-14,2078/2079,Closed
NIBLPF,NIBL Growth Fund,0%,50%,50%,2021-08-13,2077/2078,Closed
NIBLSF,NIBL Pragati Fund,0%,7%,7%,2025-07-22,2081/2082,Closed
NIBLSF,NIBL Pragati Fund,0%,4%,4%,2023-07-27,2079/2080,Closed
NIBLSF,NIBL Pragati Fund,0%,7.20%,7.20%,2022-08-25,2078/2079,Closed
NIBLSF,NIBL Pragati Fund,0%,50%,50%,2021-07-29,2077/2078,Closed
NIBLSF,NIBL Pragati Fund,0%,8.25%,8.25%,2020-08-07,2076/2077,Closed
NIBPO,Nepal Investment Bank Ltd. Promoter Share,13%,5.50%,18.50%,2021-01-06,2076/2077,Closed
NIBPO,Nepal Investment Bank Ltd. Promoter Share,15%,25%,40%,2017-04-10,2073/2074,Closed
NIBPO,Nepal Investment Bank Ltd. Promoter Share,20%,21%,41%,2016-06-09,2072/2073,Closed
NIBPO,Nepal Investment Bank Ltd. Promoter Share,33%,1.74%,34.74%,2015-10-30,2071/2072,Closed
NIBPO,Nepal Investment Bank Ltd. Promoter Share,15%,25%,40%,2014-09-10,2070/2071,Closed
NIBPO,Nepal Investment Bank Ltd. Promoter Share,10%,25%,35%,2013-11-12,2069/2070,Closed
NIBSF1,NIBL Samriddhi Fund 1,0%,35%,35%,2021-08-13,2077/2078,Closed
NIBSF1,NIBL Samriddhi Fund 1,0%,12%,12%,2020-08-21,2076/2077,Closed
NIBSF1,NIBL Samriddhi Fund 1,0%,6.50%,6.50%,2019-09-23,2075/2076,Closed
NIBSF1,NIBL Samriddhi Fund 1,0%,12%,12%,2018-09-07,2074/2075,Closed
NIBSF1,NIBL Samriddhi Fund 1,0%,18%,18%,2017-08-28,2073/2074,Closed
NIBSF1,NIBL Samriddhi Fund 1,0%,15%,15%,2016-08-31,2072/2073,Closed
NICA,NIC Asia Bank Ltd.,29%,1.50%,30.50%,2023-10-03,2079/2080,Closed
NICA,NIC Asia Bank Ltd.,19%,1%,20%,2020-11-25,2076/2077,Closed
NICA,NIC Asia Bank Ltd.,10%,11.05%,21.05%,2019-09-15,2075/2076,Closed
NICA,NIC Asia Bank Ltd.,10%,0.53%,10.53%,2018-12-05,2074/2075,Closed
NICA,NIC Asia Bank Ltd.,20%,1.05%,21.05%,2017-09-01,2073/2074,Closed
NICA,NIC Asia Bank Ltd.,26%,1.37%,27.37%,2016-09-21,2072/2073,Closed
NICA,NIC Asia Bank Ltd.,39%,2.05%,41.05%,2016-01-10,2071/2072,Closed
NICA,NIC Asia Bank Ltd.,15%,15%,30%,2014-12-15,2070/2071,Closed
NICA,NIC Asia Bank Ltd.,0%,20%,20%,2014-02-05,2069/2070,Closed
NICBF,NIC Asia Balanced Fund,0%,9.90%,9.90%,2025-08-14,2081/2082,Closed
NICBF,NIC Asia Balanced Fund,0%,9.25%,9.25%,2024-09-13,2080/2081,Closed
NICBF,NIC Asia Balanced Fund,0%,13%,13%,2022-11-01,2078/2079,Closed
NICBF,NIC Asia Balanced Fund,0%,30%,30%,2021-09-12,2077/2078,Closed
